Brown Paper Sack,The Gentrys,spotify:track:2MUmxGWK06HQtnCklHgOio
The House Song,"Peter, Paul and Mary",spotify:track:381cSjOIYX4VrQKnj1ptbK
S.F. Sorrow Is Born,The Pretty Things,spotify:track:4HXP9vwInhhLs4wY0X70fd
Mary Anne With The Shaky Hand - Alternative Or Second Version,The Who,spotify:track:1g7WrQ9TRhhQVwXXkjYl7R
Let the Sunshine In,Liverpool Five,spotify:track:6eMl0ruUWmIY0xTA0ytbQL
Who's It Gonna Be,The Weeds,spotify:track:3Og39W7F0X3UBL6RMQNW8i
"The Green Leaves of Summer - from the Batjac Production ""The Alamo""",The Brothers Four,spotify:track:13SU4lie7zpoEoA6EKgsKS
I'm Waiting For The Man,The Velvet Underground,spotify:track:0sJTrjOEyxt0k3pn1FiQUb
Thank You - 1990 Remaster,Led Zeppelin,spotify:track:4ZkhFcoS3apzze9w2yI9NO
Love's Closin' in on Me,Tommy James & The Shondells,spotify:track:2zHOQWTtoOP4t6PLel50Ay
"World, Down on Your Knees",Tommy James & The Shondells,spotify:track:18HGnyjKV92xiDENUYP4yN
Somethin' Stupid,Frank Sinatra,spotify:track:3cVWNLd0uEHkc2tnBoE3Ay
Limbo Rock,Chubby Checker,spotify:track:4Xpxv7jk8TB5wsHWJdqML3
The Girl I Knew Somewhere - Second Version; Mono Master,The Monkees,spotify:track:1vvdTK7iPEz1HBi50qU9oC
I Look for You (aka I Looked for You),Sonny & Cher,spotify:track:3zrIrFpWKkCHSBcC1DfA6L
Egyptian Garden,Kaleidoscope,spotify:track:3k2McIZ7ecbWbZOBGjj090
Accidental Meditation,The Blues Magoos,spotify:track:4niGuDgOsVPW1C3ke0pGXO
Heroin - The Factory Rehearsal,The Velvet Underground,spotify:track:5v0BhFwLopIhyfBFnqxYdm
Whole Lotta Love - 1990 Remaster,Led Zeppelin,spotify:track:0hCB0YR03f6AmQaHbwWDe8
Blackbird - Remastered,The Beatles,spotify:track:4Z92RMiyJpUrApZi3LtpJ6
No Time - Second Version; Master Backing Track Take 7A II,The Monkees,spotify:track:7BPg7PHaR84lb5bxajnNIZ
"Here, There And Everywhere - Remastered",The Beatles,spotify:track:1dCGa0fzXpCWvQbpuoe28D
"Pink, Purple, Yellow, Red - Single Version",The Sorrows,spotify:track:5sVUo4BHmrlejUzQfm6rI6
Love Buzz,Shocking Blue,spotify:track:3kH1ziuJCIV1m3JZ8VKmaM
A Dream,David Axelrod,spotify:track:1xxNAeR43Hs4gAl0UnYugu
Good Times - Alternative Mix,The Easybeats,spotify:track:3Twv8YyvVth5wpK3n3MqJi
1921,The Who,spotify:track:5EaRYYdv6j6NmeOL7xFdtj
Yellow Balloon,The Johnny Mann Singers,spotify:track:5LI8TkXqSEp72cPNjZhI9F
Let Me Be (Mono),The Turtles,spotify:track:4pDsbYWw02n8TBfSSJINHH
Prelude,The Millennium,spotify:track:7AziCrfYF6XA2H9Bv76S8F
Girl I Want You,The Seeds,spotify:track:0w4zimpvKpClrFjbx0bcsI
Tell Mama,Etta James,spotify:track:4z75YIfuvagtmwyizRP8uj
The Good's Gone,The Who,spotify:track:0oqZ65TBsEH0UrjbwVpHDP
You're No Good,The Harvey Averne Dozen,spotify:track:52NX2K9uJ9Pi3lzJ8haz3u
Out of the Dark,Wicked Lady,spotify:track:6od6cJaOWWxinLz6EvO8Pg
Memories Are Made Of This,Dean Martin,spotify:track:4h0igWYayzteBtSNpWYQ9h
El ExtraÃÂ±o del Pelo Largo,La Joven Guardia,spotify:track:684mSIt8bHBYGgIQjFsERt
Old Friends,Simon & Garfunkel,spotify:track:7vJRHZP1PuNwjUcoCsWlul
Norwegian Wood (This Bird Has Flown) - Remastered,The Beatles,spotify:track:4DE42oDol0KHxympBsaiYu
Hey Girl,The Easybeats,spotify:track:3VPraA8XjW3VHXPBpbVHqQ
An Owl Song,Canned Heat,spotify:track:7MrB6mx4sY29sK3kBpEBXS
Detalles (Detalhes),Roberto Carlos,spotify:track:4tAwP9QKeLEQJ2fgd1RWcY
Dream A Little Dream Of Me - With Introduction,The Mamas & The Papas,spotify:track:27hhIs2fp6w06N5zx4Eaa5
A Cool Million,The Lovin' Spoonful,spotify:track:4mSyC8BlvJgykFfDF68oXN
The Bend in the River,Marty Robbins,spotify:track:4jVPNIlmMy6bTO6ZMf9cCe
Knock on Wood,Eddie Floyd,spotify:track:3YJx77Xx8JSwEoxqrkQO5c
Sally Simpson - Live,The Who,spotify:track:23djjdhpm3AYJKHU5NFObe
Song of a Sinner,Top Drawer,spotify:track:0RNwTBz5DwicE8LEi9RLj5
Warm Baby,The Lovin' Spoonful,spotify:track:57nLUrFNWDMRmPr8FSd7gM
Living In The U.S.A.,Steve Miller Band,spotify:track:7EueQGMtSPfBeyodoyFodr
Losing You - Mono Version,Dusty Springfield,spotify:track:4imOI9rBD6RW7SgDjyWp9N
That's All Folks,The Blues Magoos,spotify:track:3HespKQAppbQOMAul2g6V9
This Land Is Your Land,"Peter, Paul and Mary",spotify:track:21dzjHqgOjdUCS72EraGyS
Wooden Heart,Elvis Presley,spotify:track:0A2BKRDiiNpiRYtiOSajYX
Strawberry Fields Forever - Stereo Mix 2015,The Beatles,spotify:track:7wvgGz8Mkz7VWpGKztBtBg
Unconscious Minuet,The Lovin' Spoonful,spotify:track:7IxM3Tghxfj6grSbkkkQ7f
Money,The Astronauts,spotify:track:6LUsEWisyEVwCh88DZ34Gr
Dear Jill - 2006 Remaster,Blodwyn Pig,spotify:track:43hgIXtcUZE6v8QRMnJAUu
Lie to Me,Kaleidoscope,spotify:track:6AYwAgOg3ZNIAsfQYUkcwU
Diamonds Are A Girl's Best Friend,Julie London,spotify:track:0JTzSRY3zazQUhVlzZ2zxp
It Was a Very Good Year - Remastered,The Turtles,spotify:track:32U1ceCC3wQiHEBS9X0igZ
I Got You (I Feel Good),James Brown & The Famous Flames,spotify:track:6n4ZzVvzIrCGlrFJzPMdsZ
Ritual #2,The West Coast Pop Art Experimental Band,spotify:track:6vxFMgaWW7cJR7ZyKxm5dG
Matty Groves,Fairport Convention,spotify:track:3dFTDi3SuClWESHZrtvauW
Misery - Remastered 2009,The Beatles,spotify:track:40qXGg5nRbcWzcFb26KWkQ
Move and Groove Together,Lou Johnson,spotify:track:3zeq9pIw3fz5C9NwAQPJZs
Red House,Jimi Hendrix,spotify:track:3XxBSvDZKH5YvZZjTpn6eR
Count Me In,The Astronauts,spotify:track:4wDTTrWQegwoPuIPsmd8TQ
Song Of Innocence,David Axelrod,spotify:track:3Rpw2gaNCJtNC8j41ThhRL
Pretty Flamingo,Manfred Mann,spotify:track:1UgKjjafmYDSgJ66NbIcBV
The Birds and the Bees,The Astronauts,spotify:track:7pvlVquTLXWIt4wNmNJEoF
"Black Butter, Future",Strawberry Alarm Clock,spotify:track:1We9PBJg7zLUdtslvZWhMv
Lucy In The Sky With Diamonds - Remastered 2009,The Beatles,spotify:track:25yQPHgC35WNnnOUqFhgVR
Daddy Rolling Stone - Alternate Stereo Version,The Who,spotify:track:31GmtpaE0Du2KMxCXSKtQu
Gridiron Goodie,The Super Stocks,spotify:track:02Ocg1HqTxaVdjIcmZ5Hqo
El Aguila (The Eagle),The Astronauts,spotify:track:6EFkTbvDBEavzyNiwoRX5c
Urge to Leave,Magic Mixture,spotify:track:6NShwMc7Jc1b5HIWa1YmpK
Scarecrow's Love Affair,The Blues Magoos,spotify:track:5APLJMB7kwW3F6eY6yRuFh
Hard Time Blues,The Motions,spotify:track:27bMPhxqLKbSFseKrjGHD4
ItÃ¢ÂÂs In His Kiss (The Shoop Shoop Song),Betty Everett,spotify:track:2TNOhRWjXyfZV6EoJL4Mrf
Acension to Virginity,Dave Grusin,spotify:track:6BHwkkImRrHlXS6EUDgzVr
She's Leaving Home - Remix,The Beatles,spotify:track:3mjQT6aE0mvrffreC9OvWa
Albert Common Is Dead,The Blues Magoos,spotify:track:0JdgRPMbTlUNa6AZPZfKyV
All I Took Was Love,The Uniques,spotify:track:6xwq4Rs6cPwGgNMpdWCbZW
What's Your Name,The Motions,spotify:track:22Ow5qOqdsNSoxOIXV218R
Where Did Our Love Go - Stereo Version,The Supremes,spotify:track:6yz8hKpO3s2byra8Et3w9x
Alone Together - Alternate Take/Rudy Van Gelder Edition/24-Bit Mastering/2002 Digital Remaster,Grant Green,spotify:track:4MLYafjSHKJQXXnB2rVrrB
Wine In The Wind,Margie Day,spotify:track:289JsleOBJoDHrh6iJfX5f
EGO TRIP,Ultimate Spinach,spotify:track:6zip6fqC3ovOa1ZiujjUsx
Studio 69,Alan Hawkshaw,spotify:track:2hETyXkSvWidMCtUAd5xFZ
My Babe,The Motions,spotify:track:3TjYXdcP30onEeN1zGTPtD
I'm Waiting For The Man,The Velvet Underground,spotify:track:3fElupNRLRJ0tbUDahPrAb
"The Girl I Knew Somewhere - First Version; Master Backing Track, Take 22",The Monkees,spotify:track:6nKKrjGXSccgrtap3QWDRt
Rainy Day Mushroom Pillow,Strawberry Alarm Clock,spotify:track:1k8dt3g99gc5ZJkFsoZO6e
Blackbird - Remastered 2009,The Beatles,spotify:track:5jgFfDIR6FR0gvlA56Nakr
Let's Twist Again,Chubby Checker,spotify:track:3xTnevnJ3HcnAZmdN5b7aS
Charlie,The Deviants,spotify:track:6FNHbGuJ8GkB0bty9Jm3c6
I'm An Old Cowhand (From The Rio Grande),Grant Green,spotify:track:3xxVSxKfwQZphJ7GvHqvA5
Elegy,Colosseum,spotify:track:4VGYILfm4YghWkgR3pQucv
Any Other Baby,Family Tree,spotify:track:1ZY7iZi3FtEXYk6YCACDTk
Dear Diary,The Moody Blues,spotify:track:70f8GbaPQTjJpnBba4fvQu
Ad Gloriam,Le Orme,spotify:track:5r0l5YdyIIjxRF5B8O3YbT
"Black Angel's Death Song - Live At Valleydale Ballroom, Columbus, Ohio / 1966",The Velvet Underground,spotify:track:3LZscZV1e5UXnu2CQrt9Vp
Psychotic Reaction,Count Five,spotify:track:09r1j5kfshLMalNcJmOZoh
All These Things,The Uniques,spotify:track:2MIL3ekW2l2baTgtJEZCLV
"For Emily, Whenever I May Find Her",Simon & Garfunkel,spotify:track:5Hp3iE6mv7aqfOOojBqUwi
Motoring,The Who,spotify:track:05n0Wj17ZmzvP6TmF8xIfq
Don't Forget About Me,Barbara Lewis,spotify:track:5wp9Z8VwNN0USErAjkyBUh
Feelin' Alright?,Traffic,spotify:track:5eo3Oql60QR7NL2zcEsbe8
Lost in Your Eyes,Tommy James & The Shondells,spotify:track:1XyWR4W4RW6sIlVZCRIf9i
I Can Hear The Grass Grow,The Blues Magoos,spotify:track:5vaBmFvE4g2wDQmgq8xFZq
"It's All Over Now, Baby Blue (feat. Van Morrison)",Them,spotify:track:6l8oNVFkqdG5kDBv0DalCU
A Boy I Once Knew Well,The Growing Concern,spotify:track:3xYxrQqVfpuA2EcdwpAtjr
Cant You Leave Her,The Easybeats,spotify:track:5XfMFxjTJ4NhFb5VM2IU64
A Change Is Gonna Come,Sam Cooke,spotify:track:0RFKuagqUgR4X8C1QneCCq
Groovin' Out,The Uniques,spotify:track:6WZwiuUhsDIwqJ7GeqWxYz
(You Put Me On) Standby,Strawberry Alarm Clock,spotify:track:6AxhOS6xqs542S5GEq09ov
Friday On My Mind,The Easybeats,spotify:track:3ER9nr8ntQPnnS8sPl0UBa
Down On Me,Big Brother & The Holding Company,spotify:track:42TKLlMFDXauhLzj7zOPUx
"Mercy, Mercy",Don Covay,spotify:track:6DrsaEo5LwVWywbmwNG3rI
Pleasant Street,Tim Buckley,spotify:track:1L8n3DR0g5w36X51i2k8A4
Junk Master Shoppe,The Yellow Balloon,spotify:track:2C1w7kUgjrXl0lMJksZMzV
Things Are Going to Get Better - Take 14 Session Version,Small Faces,spotify:track:0daqQaHiq0WmkA7oQn8nBY
And I Love Her - Remastered 2009,The Beatles,spotify:track:65vdMBskhx3akkG9vQlSH1
Only Dreaming,The Action,spotify:track:3Y5bVwP0RJPpGjxpOh63NV
"Baby, Oh Baby",The Shells,spotify:track:7ydnbSJgu700d3ab1jpDBg
My Back Pages,The Byrds,spotify:track:6VCEXvBYSSdPDuIX64mUaT
Somewhere They Can't Find Me,Simon & Garfunkel,spotify:track:6jwlUg04JwzpD55ua9XJl1
Wouldn't It Be Nice - Stereo Mix,The Beach Boys,spotify:track:2Gy7qnDwt8Z3MNxqat4CsK
Nobody (with Kaleidoscope),Larry Williams,spotify:track:1u5V4qyWXOWYdXxeAP4NR8
Yesterday - Remastered 2009,The Beatles,spotify:track:3BQHpFgAp4l80e1XslIjNI
For Pete's Sake (Closing Theme) - 2007 Remaster,The Monkees,spotify:track:0ZdujSM8PcEsHiRTsDE4vU
The Girl I Knew Somewhere - First Recorded Version / Stereo Remix,The Monkees,spotify:track:12GOXzm14YFiISfMggYKIT
Baja,The Astronauts,spotify:track:6IzatacJcPxK6rUY21eYMA
Rock Me Baby,Johnny Winter,spotify:track:7jKuO8ZgQibBtlpernJh1Y
I Am a Rock,Simon & Garfunkel,spotify:track:2rCEoiV7OG4k3MReqtTHbE
Born in Chicago,The Paul Butterfield Blues Band,spotify:track:0dvPuXBdAudLyBnCmYYu68
I Can't Get Her Off My Mind - Mono Master,The Monkees,spotify:track:7nqGdRXAMA6psq8ZDmLEQv
Too Much Heartsick Feeling,The Turtles,spotify:track:2PWCoCmGNtcRLngQCEl9eN
A House Is Not A Motel,Love,spotify:track:76b8ipYsNb9zPhliPfWqkn
If I Had a Hammer,The Astronauts,spotify:track:1YiP0DY2chawscV4lidvhp
I'm Waiting For The Man,The Velvet Underground,spotify:track:7qzpD4GpjeeQzpC4JBvDOW
Down Under,Bruce Johnston,spotify:track:7s8HK35LKPnD2L2r1zK9HS
Home Sweet Home,Strawberry Alarm Clock,spotify:track:2cfn1sS5IoqnSX0doZ6bRH
59th Street Bridge Song (Feelin' Groovy) - Remastered Version,Harpers Bizarre,spotify:track:5yn2yvIPo4gc0EJgmWAuBi
Sgt. Pepper's Lonely Hearts Club Band - Remastered 2009,The Beatles,spotify:track:4fUKE8EULjQdHF4zb0M8FO
Cinema Olympia,Gal Costa,spotify:track:0TvWepJhj4JibgKyEUgfn2
Give Me Whiskey,Made In Sweden,spotify:track:2R0qF3DY86LB27JfGzg4uz
Psalms Of Aftermath,The Amboy Dukes,spotify:track:0fFRVBtehwHcX5dI1cLHXo
Boys Are Boys and Girls Are Choice,The Monks,spotify:track:1k8TPFg7q2sXRWIWSxyCgK
I Get Along Without You Very Well (Except Sometimes) - Remastered,Nina Simone,spotify:track:6zYfEsNOhv5hd6CfwPXjIY
Fixing A Hole,The Beatles,spotify:track:4rpFXjP4DSC9id8Fa6TWXL
Goin' Down Slow,Howlin' Wolf,spotify:track:3GxVeQzbTfOhvIJQmQb6eL
One Sure Thing,Fairport Convention,spotify:track:2lGtFjgIVbqHok62R94KWy
The Oud and the Pussycat,Herbie Mann,spotify:track:08QJQAOAaySWBB3VuwES5J
Fiddle About,The Who,spotify:track:0FOpJLT2ZuiYnAYLr8J9EZ
The Children of St. Monica,The Yellow Balloon,spotify:track:0yWpQ9UrfU3qP198GnmsVZ
She - Original Stereo Version; 2006 Remaster,The Monkees,spotify:track:2l1GIxmkts2O0qYrlwGwF0
There Was A Time,Dee Felice Trio,spotify:track:3ub8DBkWozVRTsvtsf0XVR
Cheating (Bonus Track),The Animals,spotify:track:5Yl623nUsrMf5QBe5dvzb3
Beautiful Woman,Larry Coryell,spotify:track:56czxlJucIsxNN0un29XIm
There's A Creature In The Surfer's Lagoon,The Deadly Ones,spotify:track:5kveLPhUxzirBuzTzOHRx7
Beside Me Forever,The La De Da's,spotify:track:5amAOxsMCYZmbSOo5bVKrJ
The End - Remastered 2009,The Beatles,spotify:track:5aHHf6jrqDRb1fcBmue2kn
Moon River(Vocal Audrey Hepburn),Henry Mancini,spotify:track:5iGleL7HpEThuuYQ3us2jh
Babe I'm Gonna Leave You,Led Zeppelin,spotify:track:4GuSDlXfST6MHKRaSQogPl
How Insensitive (Insensatez),Vikki Carr,spotify:track:11WSzdYYNqNKfimscXceFz
It Came on a Sunday,Writing On The Wall,spotify:track:29WoefIfyQknP47hfwaFzg
The Story of Rock and Roll - Remastered,The Turtles,spotify:track:6Ke88hYwTqwLzfCu120vCm
You're Still A Part Of Me,Krokodil,spotify:track:1axkYLNYKHONmJnGpV2S8I
I Am The Walrus - Remastered 2009,The Beatles,spotify:track:6Pq9MmkDQYZiiCDpxnvrf6
Tommy Can You Hear Me?,The Who,spotify:track:5QTO4OvjIeSpFJMplmyngS
Pictures of Matchstick Men,Status Quo,spotify:track:5Ii4crVk53ezvWp91wmvwd
Run and Hide,The Uniques,spotify:track:6n74mTcZRzqnzN3K1DHVTA
Leaving on a Jet Plane,"Peter, Paul and Mary",spotify:track:6ZSTinOwx5dKFYc6iYyGDn
Boots of Spanish Leather,Bob Dylan,spotify:track:6QHYEZlm9wyfXfEM1vSu1P
"You, I",The (St Thomas) Pepper Smelter,spotify:track:6vQ8jndYY0rQf3mUOcZCXp
The Fish Cheer / I-Feel-Like-IÃ¢ÂÂm-FixinÃ¢ÂÂ-To Die Rag,Country Joe & The Fish,spotify:track:4ekhcmbinPu8eLHtxD2lav
Do You Believe in Magic?,The Lovin' Spoonful,spotify:track:1udKn1oNKYQSQ9OmiIWCMu
Poetry In Motion - 1960 #2 Billboard chart hit,Johnny Tillotson,spotify:track:2HKafPuzWaKsCzcE3zFOIX
Love Me,Les Variations,spotify:track:0uf5PW6A2ruKDfzHf2B7Qx
Fixing A Hole - Take 1,The Beatles,spotify:track:3zguk1999hbwYTMDpsVYoo
Un homme et une femme - Instrumental,Francis Lai,spotify:track:062Cv5UXgBHWkMoRScGkt0
L.S.D.,Manfred Mann,spotify:track:39f58YWsf5jJUG1eNwzs36
Pillow Time - Take 1 Vocal,The Monkees,spotify:track:08b91DnEEP8NOYjZgyUDvf
Just a Taste - Single Version,Kaleidoscope,spotify:track:2zkabsYKDguJn8wdhWBJoE
I Can See For Miles,The Who,spotify:track:2djoYMtTc6eMRVDJ5oEuxm
Flower Pot,Captain Beefheart & His Magic Band,spotify:track:15sM49gDVpEESZxgNZCoJt
Summertime Blues,The Who,spotify:track:1D4Mf5rrbdisbTR8UxN7mV
All Good Things,The Remains,spotify:track:2CV0L1CfgeJf8lToHFUs4c
Sha La La La Lee - Mono Version,Small Faces,spotify:track:1hHPglo9qX5uGHyb8QbG49
The Good's Gone - Full Length Version / 2000 Remix,The Who,spotify:track:7jnXyZdqNaRbmJ8wAc3Sio
Wild About You,The Missing Links,spotify:track:35DtWaOW9pfEe1M0TbIIZv
1906,The West Coast Pop Art Experimental Band,spotify:track:6kKus5U71tY8V8JkaK86Q6
Save Me,Aretha Franklin,spotify:track:7mvKpoeI6sq6osDtSb9xcF
Trouble with Sam,The Box Tops,spotify:track:2rQb2fEHb7KWRu2UKNkBF6
Visions of Your Reality,Ultimate Spinach,spotify:track:1PynG8aUSnsjRVs9oXX7oV
All Day and All of the Night,The Kinks,spotify:track:78JmElAFmrPNhLjovDR9Jm
Young Girl,Gary Puckett & The Union Gap,spotify:track:3F64pIPqvcujnwvcVLVZ64
You Can Make It If You Try,Sly & The Family Stone,spotify:track:5yb2pWoPheGZgDCO1c6yUx
Respoken,The Lovin' Spoonful,spotify:track:5FVd74ZoX9aX5NxlKNUSnQ
Tam Lin,Fairport Convention,spotify:track:1JM4edY6gtHti5uSQRCdVJ
Nashville Cats - 2003 Remaster,The Lovin' Spoonful,spotify:track:06KGDyZuru33dtJoMQM6Xc
I Want to Be Around You,Tommy James & The Shondells,spotify:track:0zl6d2VQ6Drsco45JHwxgy
Within You Without You,The Beatles,spotify:track:6g2rBp8zgjFtV1kWQk9Ty0
Happy Together - Remastered,The Turtles,spotify:track:1xfjOKtc9CbDIkrzLriAL4
Pipe Dream,Chad & Jeremy,spotify:track:5cYfnVI5otAz3NTQbg519j
Egyptian Tomb,Mighty Baby,spotify:track:0bTnjIERZRAozZXDwbO8Qg
Like The Seasons,The Turtles,spotify:track:7qgX6RSe7ETYU1S3Z5of7Z
"Toot, Toot, Tootsie, Goodbye",Wayne Newton,spotify:track:1qGfKJllrbEwXYeX6hGRd9
Who You Gonna Run To,The Temptations,spotify:track:33YBwADjViaAdrah08N1vr
Shadows On The Wall - Mono,The Deep,spotify:track:7bviwrpnSWFclvDv08Vji0
Caterpillar,Big Brother & The Holding Company,spotify:track:62e0aOni5RTMihv8k6wjxZ
Come On Children - French EP Version,Small Faces,spotify:track:34aWZa7jx9FYmtj9AOgYwn
Luna Lunera,Eydie GormÃÂ©,spotify:track:7vEnr3cCLvCDpw58jBBs23
Penetration,The Pyramids,spotify:track:2ORXFszhtyXn5MwVJcmiK6
Have You Heard - Part 2,The Moody Blues,spotify:track:55ky6IXQzrzaUpqCYUziBm
Touch The Hem Of His Garment,Sam Cooke,spotify:track:3DsUPZmxaFtej5i7GeSQqi
Out In The Street - Alternate Take 2 / New Mix,The Who,spotify:track:0kzu0eSAI9yzkZDOsyZiOg
The Last Thing I Remember (Chalon Road Version),The Turtles,spotify:track:771wUKOElACjJ7pVkB55uB
Space Oddity - 2015 Remaster,David Bowie,spotify:track:72Z17vmmeQKAg8bptWvpVG
Good Morning Starshine,Strawberry Alarm Clock,spotify:track:0lww1kpOD3qTFIf4vBxoIU
Leo,Gary Usher,spotify:track:0I0vkqnoOKZJMwuAiLKHN7
This Bitter Earth,Aretha Franklin,spotify:track:6bIO2MBA53SDFPTedd5Ixj
Enter the Young,Hep Stars,spotify:track:78z8d7Uub8VHWm0tapFRZX
I Was Born in East Virginia - Informal Recording Vocal,The Monkees,spotify:track:0tevxnKMSJMdAudNtJ14vq
Shes So Fine,The Easybeats,spotify:track:1lDjtkGNrKbVTQiMmVbRLE
Son Of Moonshine - 2013 Remaster,Bakerloo,spotify:track:50RiVRobegyBkYCrcib7D9
Empty Room,Man,spotify:track:3IJ4JzL0suFb57JxxT44ll
My Mind's Eye - Alternate Mix (Electronically Processed Stereo),Small Faces,spotify:track:1L4s8ba8g6GDzPZpu7OHAD
"Love, Love, Love, Love, Love",Wool,spotify:track:66G9GQYHE4P6Pr2cbhIonA
"Sugar, Sugar",The Archies,spotify:track:6l5D1WC6kR5cxaUOEyCGvs
Flute Thing,The Blues Project,spotify:track:5Hbd5ZazhinrRP6mS5XaR1
"Pall Bearing, Ball Bearing World (Mono) - Remastered",The Turtles,spotify:track:5k6gAcKuhuDU8CqBJxhHAS
The Human Abstract,David Axelrod,spotify:track:4nZVh6X19GZwrw9QAbJ4rQ
Tell Me What You See - Remastered 2009,The Beatles,spotify:track:2jnr9KaaMAmvk0zMcM9UzV
Wham Bam Thank You Ma'am,Charles Mingus,spotify:track:31w8050vLb96kqgs4th9Un
Your Choice To Choose - Stereo,The Deep,spotify:track:04TBjQW9rsgaCTT3h5B964
Magnolia Simms,The Monkees,spotify:track:7fxnVsNzGqXhhB11jCTvkL
White Light/White Heat,The Velvet Underground,spotify:track:0tr7AiZtMcTWiHOVgUkhwd
If I Learned to Play the Violin - Stereo Remix,The Monkees,spotify:track:2v9IXyfpKGhPgES1911332
Soul Man - 45 Version,Sam & Dave,spotify:track:5JNfpFuU4ew1kq1oEc9OaX
Cry Cry Cry,The Easybeats,spotify:track:321xisqVEAOuGX70A6DRWK
Let Me Be (Mono) - Remastered,The Turtles,spotify:track:4eF2aNBmBZefcbi9Jstc71
Supernatural Fairy Tales,Art,spotify:track:0wsQNI6UR6mSVeJauESWkT
Sometimes,The Gentrys,spotify:track:3C49wCR5amXHuk9fgTvqNc
Maybe The People Would Be The Times Or Between Clark And Hilldale - 2015 Remastered Version,Love,spotify:track:5ckd7dqUqpNYSGevyb5yDv
No Time - First Version; Tracking Session Composite Takes 3 to 5,The Monkees,spotify:track:7ckI1OC5yO4UqAmf7UOXgt
California Dreamin' - Single Version,The Mamas & The Papas,spotify:track:4s6LhHAV5SEsOV0lC2tjvJ
I'm A King Bee,The Rolling Stones,spotify:track:4ccjRDmuaEPrAiNQs94b9l
Wake up Little Susie,The Everly Brothers,spotify:track:11fNLqDB47gMKj7BHhR2Qr
Don't Sing No Sad Songs for Me - Stereo Version,The Sorrows,spotify:track:6UW9kYfXkued5WjMmO0SdT
Windy - Remastered Version,The Association,spotify:track:1lHiKWnlJtjzA4vHnjAr39
All I Have to Do Is Dream,The Everly Brothers,spotify:track:7dblNGnRXEBrVJunazs2U5
"Shilly, Shally",The Motions,spotify:track:0CvRFIdD06YRnZZXMLjYtm
Race with the Devil,The Gun,spotify:track:45n35MKFTqiHp57fS0yUaJ
Introduction to Astrology,Gary Usher,spotify:track:34D8rGsFU9o7mnBTYfSRwV
Only a Pawn in Their Game,Bob Dylan,spotify:track:6lib77q4koq52srysevRfT
Daddy Rolling Stone - Stereo Version,The Who,spotify:track:6UeBND9pqxLcBAl3u4Jd96
"Bye-Bye (Theme from ""Peter Gunn"")",Anita Kerr Quartet,spotify:track:4z2AxSPwVpQheREqnHNtQB
"Puff, the Magic Dragon","Peter, Paul and Mary",spotify:track:3hqsBLMAqJqrhr434Z7WlA
Have You Seen The Saucers,Jefferson Airplane,spotify:track:2ESflPOlMgybyxmRfH7jfY
Ball and Chain,Big Brother & The Holding Company,spotify:track:6jXzkgISP6UfMEEaKkxWJw
All I've Got To Do - Remastered,The Beatles,spotify:track:1JPTCjLHEtqofOFmHsfiAH
Goodnight My Love,Frankie Valli & The Four Seasons,spotify:track:3nZVpZlTFvRzDs3w5x2twN
Time Was,Canned Heat,spotify:track:1lLQtlPli8kTLJsTrcnRuQ
Take Care Of Business,Nina Simone,spotify:track:4mnoKvDXqRgB6VupZ7klMR
I Can See For Miles - Early Mono Mix,The Who,spotify:track:65SDUU4W9NbxZWYtb8X8jF
She's A Rainbow - Full Version / With Intro,The Rolling Stones,spotify:track:61IBpJ6TymrEwd7bz3oPNp
Benedictus,The Electric Prunes,spotify:track:65T3Xi8eH9dyNVmIGgGpPf
Bad Moon Rising,Creedence Clearwater Revival,spotify:track:6NxsCnLeLd8Ai1TrgGxzIx
I Hate You,The Monks,spotify:track:3XrPNRdFbGZESTGPte23dD
These Days,Nico,spotify:track:1KPJa1cPXZT1odI2nkkkaZ
The Ox - Mono Version,The Who,spotify:track:439wlIgqoJOsnGxNob1X4m
Pretty Girl,The Easybeats,spotify:track:2hsQsCAm4EerDxG9MErtnX
Mystic Eyes (feat. Van Morrison) - Mono Version,Them,spotify:track:4jyTPINPO1Zc6an1zPWJTy
Missionary Mary,Ted Nugent,spotify:track:7snz7khACMuudldFQ0gPOB
Me or You,The Easybeats,spotify:track:45O8m8KWRgKrCSoV1aTw0T
I Just Want to Make Love to You,The Shadows Of Knight,spotify:track:6f3krhPKcMOFgCUC4ufwDt
"Please, Please, Please - 2014 Stereo Mix",The Who,spotify:track:3i6R30Vz25UinUz4QQG68E
Mean Mr Mustard - Remastered 2009,The Beatles,spotify:track:4JOyMhad5dD81uGYLGgKrS
So Deep with You,Tommy James & The Shondells,spotify:track:1nXgFnfUaKkzTVmzYqLrf2
And I Was Blue,Sunforest,spotify:track:01YJ9LdodbbppwivNzvdx5
Black Pearl,Sonny Charles And The Checkmates Ltd,spotify:track:0I1M0ETI5gHAHe2dwrdrlm
Greenback Dollar,The Astronauts,spotify:track:6SuOGeAcPQgxbyLwvW3B8q
I Want You Back,The Jackson 5,spotify:track:3b0EOvScbZUc0qJx0E1L2z
D/Gas Chevy,The Super Stocks,spotify:track:2QItUI1intpDrxbYazA6xT
All I Really Want to Do,The Byrds,spotify:track:1MI0O2mwTpdwkZpfWz4J7o
Aquarius,Gary Usher,spotify:track:6KWpvbwpao1g2Qpe3RCrFi
Stained Glass Window,The Yellow Balloon,spotify:track:1ZGbXqo4S3qdPrARYjpHxE
